source,url,publication_date,title,sentence,is_relevant,label_content,pred_content,conf_content,pred_semantic,conf_semantic,pred_final,conf_final,fusion_rule,month
The Observer,https://observer.ug/news/wolokoso-kadaga-visitors-worry-busoga-mps/,2016-11-22,Wolokoso: Kadaga visitors worry Busoga MPs,Honourable Sabiiti’s ‘conflict of interest’ Last week was not easy for works minister Monica Azuba Ntege.,True,,quality_technical_defect,0.4801811470280948,contract_management_failure,0.2612897753715515,quality_technical_defect,0.5,content_preferred,2016-11
The Observer,https://observer.ug/news/wolokoso-kadaga-visitors-worry-busoga-mps/,2016-11-22,Wolokoso: Kadaga visitors worry Busoga MPs,"But neither was it smooth sailing for Engineer Denis Sabiiti, who chairs parliament’s physical infrastructure committee.",True,,governance_oversight_failure,0.38413023171565747,procurement_irregularity,0.22432664036750793,governance_oversight_failure,0.5,content_preferred,2016-11
The Observer,https://observer.ug/news/wolokoso-kadaga-visitors-worry-busoga-mps/,2016-11-22,Wolokoso: Kadaga visitors worry Busoga MPs,"Before becoming Rubanda West MP, Sabiiti worked in the ministry of works.",True,,delay_time_overrun,0.17863481392320993,governance_oversight_failure,0.09818676114082336,delay_time_overrun,0.5,content_preferred,2016-11
The Observer,https://observer.ug/news/wolokoso-kadaga-visitors-worry-busoga-mps/,2016-11-22,Wolokoso: Kadaga visitors worry Busoga MPs,Minister: at least let me finish my tea Monica Azuba Ntege is really the minister for works.,True,,quality_technical_defect,0.3452102828384567,delay_time_overrun,0.11990450322628021,quality_technical_defect,0.5,content_preferred,2016-11
The Observer,https://observer.ug/news/wolokoso-kadaga-visitors-worry-busoga-mps/,2016-11-22,Wolokoso: Kadaga visitors worry Busoga MPs,I mean the minister works so hard she can hardly find time for a bottle of water let alone breakfast at home.,True,,quality_technical_defect,0.4801811470280948,delay_time_overrun,0.07982876151800156,quality_technical_defect,0.5,content_preferred,2016-11
The Observer,https://observer.ug/news/wolokoso-kadaga-visitors-worry-busoga-mps/,2016-11-22,Wolokoso: Kadaga visitors worry Busoga MPs,"This was the impression you got last week, when the honourable minister met parliament’s committee on physical infrastructure.",True,,quality_technical_defect,0.5524739573937616,delay_time_overrun,0.16213549673557281,quality_technical_defect,0.5524739573937616,content_preferred,2016-11
The Observer,https://observer.ug/news/wolokoso-kadaga-visitors-worry-busoga-mps/,2016-11-22,Wolokoso: Kadaga visitors worry Busoga MPs,"Otherwise, our hardworking works minister could have collapsed on the way to the next meeting.",True,quality_technical_defect,quality_technical_defect,0.39706282439640767,governance_oversight_failure,0.25843289494514465,quality_technical_defect,0.5,content_preferred,2016-11
The Observer,https://observer.ug/news/israel-dumps-eritrea-sudan-refugees-in-uganda-rwanda/,2016-11-25,"Israel dumps Eritrea, Sudan refugees in Uganda, Rwanda","Now Al Jazeera has landed on ‘evidence’ in form of Eritreans who claim to have been part of this secret deal, as RYAN BROWN reports: Kampala, Uganda – The sky was still an inky black when the flight from Cairo touched down at Entebbe airport near Kampala, the capital of Uganda, one morning in mid-January, the fluorescent glow spilling from the small terminal providing the only source of light.",True,,land_row_dispute,0.33009855151343553,land_row_dispute,0.11622227728366852,land_row_dispute,0.611580207199276,agree,2016-11
The Observer,https://observer.ug/news/israel-dumps-eritrea-sudan-refugees-in-uganda-rwanda/,2016-11-25,"Israel dumps Eritrea, Sudan refugees in Uganda, Rwanda","Without a glance from the border patrol officers, he led them around the queue, to the baggage claim where their luggage awaited, and then out of the airport’s sliding-glass doors.",True,,land_row_dispute,0.6038714601197257,contract_management_failure,0.09433475881814957,land_row_dispute,0.6038714601197257,content_preferred,2016-11
The Observer,https://observer.ug/news/israel-dumps-eritrea-sudan-refugees-in-uganda-rwanda/,2016-11-25,"Israel dumps Eritrea, Sudan refugees in Uganda, Rwanda","Often, those who were resettled dispute whether they truly had a choice.",True,,land_row_dispute,0.020751693634856537,contract_management_failure,0.4055112600326538,contract_management_failure,0.5,semantic_override,2016-11
